"id","account_id","closed_date_id","start_date_id","end_date_id","cancellation_date_id","original_end_date_id","source_id","type_id","industry_id","arr","value","number_of_licenses"
a1d1n00000ErZYCAA3,"0010Y00000tzOYfQAM",20190717,20190717,20200416,20200416,20200716,1,1,9,4500.00,4500.00,1
a1d090000002AG9AAM,"0010900001fWNlZAAW",20221207,20221231,20230131,20230131,20231230,1,1,10,9000.00,9000.00,3
a1d1n00000ErZFtAAN,"0010Y00000c9kzFQAQ",20170913,20170913,20180529,20180529,20180913,1,1,9,5000.00,5000.00,1
a1d2o00000YZ5VrAAL,"0010Y00000sEAGGQA4",20211201,20211231,20220331,20220331,20221230,1,1,10,3600.00,3600.00,1
a1d2o00000VXcWqAAL,"0010Y00000xxZlvQAE",20200910,20200910,20201217,20201217,20211109,1,1,10,4628.57,5400.00,1
a1d1n00000ErZc6AAF,"0010Y00000V1ZRzQAN",20200229,20200228,20200702,20200702,20210227,1,1,10,5000.00,5000.00,1
a1d090000002CfkAAE,"0010Y00000u16HLQAY",20230105,20230104,20240103,,20240103,1,2,10,540.00,540.00,1
a1d1n00000ErZJyAAN,"0010Y00000u0tHDQAY",20200120,20200112,20210111,,20210111,1,2,1,4000.00,4000.00,2
a1d2o00000WzCg3AAF,"0010Y00000YufcRQAR",20210527,20210602,20211030,,20211030,1,2,10,3142.38,1300.00,1
a1d2o00000Wbz0mAAB,"0010Y00000YrZ3ZQAV",20201217,20201209,20211208,,20211208,1,2,1,3600.00,3600.00,1
a1d1n00000ErZYkAAN,"0010Y00000u0tHDQAY",20190120,20190112,20200112,,20200112,1,2,1,4000.00,4000.00,1
a1d1n00000ErZU7AAN,"0010Y00000u0tHDQAY",20180120,20180112,20190112,,20190112,1,2,1,3600.00,3600.00,1
a1d1n00000ErZWpAAN,"0010Y00000u0NeaQAE",20190514,20190514,20200513,,20200513,1,2,10,4000.00,4000.00,1
a1d2o00000YYy1NAAT,"0010Y00000u0M3FQAU",20210901,20210901,20220114,,20220114,1,2,9,2184.63,814.00,1
a1d2o00000Wc7QRAAZ,"0010Y00000u0M3FQAU",20210414,20210414,20220114,,20220114,1,2,9,2182.07,1650.00,1
a1d2o00000YZ3qbAAD,"0010Y00000u0M3FQAU",20211108,20211108,20220114,,20220114,1,2,9,2168.53,404.00,1
a1d2o00000Wbv0CAAR,"0010Y00000adhgHQAQ",20201102,20201031,20211030,,20211030,1,2,1,13500.00,13500.00,6
a1d2o00000Wc5IEAAZ,"0010Y00000u0M3FQAU",20210312,20210312,20220114,,20220114,1,2,9,2167.56,1835.00,1
a1d2o00000Wc9asAAB,"0010Y00000yPT14QAG",,20181130,20191129,,20191129,1,2,1,3600.00,3600.00,1
a1d1n00000FdWzHAAV,"0010Y00000YEiVZQA1",20200803,20201029,20211028,,20211028,1,2,10,6000.00,6000.00,1
a1d2o00000YZ4FiAAL,"0010Y00000u0M3FQAU",20211115,20211115,20220114,,20220114,1,2,9,2166.07,362.00,1
a1d1n00000ErZeDAAV,"0010Y00000YEiVZQA1",20181011,20181011,20191011,,20191011,1,2,10,5500.00,5500.00,1
a1d2o00000YYz58AAD,"0010Y00000u0M3FQAU",20210913,20210913,20220114,,20220114,1,2,9,2182.26,741.37,1
a1d1n00000ErZGcAAN,"0010Y00000YEiVZQA1",20171114,20171030,20181029,,20181029,1,2,10,5000.00,5000.00,1
a1d2o00000Wc2t9AAB,"0010Y00000u0M3FQAU",20210205,20210205,20220114,,20220114,1,2,9,2236.69,2108.00,1
a1d2o00000Wc1dlAAB,"0010Y00000u0M3FQAU",20210125,20210115,20220114,,20220114,1,2,9,33000.00,33000.00,15
a1d2o00000Wc7NNAAZ,"0010Y00000u0M3FQAU",20210413,20210413,20220114,,20220114,1,2,9,8696.75,6600.00,4
a1d2o00000XBh9mAAD,"0010Y00000u0M3FQAU",20210602,20210602,20220114,,20220114,1,2,9,4399.94,2736.40,2
a1d2o00000Wc9AlAAJ,"0010Y00000nP0huQAC",20210510,20210504,20220503,,20220503,1,2,10,9000.00,9000.00,2
a1d2o00000Wc63IAAR,"0010Y00000u0M3FQAU",20210324,20210325,20220114,,20220114,1,2,9,2262.75,1835.00,1
a1d1n00000ErZH8AAN,"0010Y00000yPbQ7QAK",20190610,20190611,20200819,,20200819,1,2,10,1380.96,1649.59,1
a1d2o00000Wc32PAAR,"0010Y00000u0M3FQAU",20210208,20210208,20220114,,20220114,1,2,9,2256.36,2108.00,1
a1d2o00000Wc2u9AAB,"0010Y00000u0M3FQAU",20210205,20210205,20220114,,20220114,1,2,9,2236.69,2108.00,1
a1d2o00000Wc7gPAAR,"0010Y00000u0M3FQAU",20210419,20210419,20220114,,20220114,1,2,9,2222.32,1650.00,1
a1d2o00000Wc5azAAB,"0010Y00000u0M3FQAU",20210317,20210317,20220114,,20220114,1,2,9,2203.21,1835.00,1
a1d2o00000XpXynAAF,"0010Y00000u0M3FQAU",20210705,20210705,20220114,,20220114,1,2,9,2201.29,1170.00,1
a1d09000000pyA8AAI,"0010900001qdUlpAAE",20230620,20230620,20240330,,20240330,1,2,10,3238.60,2528.77,0
a1d2o00000YZ3yPAAT,"0010Y00000u0M3FQAU",20211110,20211110,20220114,,20220114,1,2,9,2201.06,398.00,1
a1d2o00000YYxU9AAL,"0010Y00000u0M3FQAU",20210825,20210825,20220114,,20220114,1,2,9,2200.21,862.00,1
a1d7U000000Qb3BQAS,"0010Y00000nP0jWQAS",20220809,20220824,20230823,,20230823,1,2,3,10000.00,10000.00,3
a1d1n00000ErZKnAAN,"0010Y00000u0M3FQAU",20200127,20200115,20210114,,20210114,1,2,9,16000.00,16000.00,8
a1d1n00000ErZXTAA3,"0010Y00000nP0mlQAC",20170517,20170517,20180516,,20180516,1,2,10,4250.00,4250.00,1
a1d1n00000ErZRGAA3,"0010Y00000nP0mlQAC",20180518,20180516,20190515,,20190515,1,2,10,6500.00,6500.00,2
a1d1n00000ErZKqAAN,"0010Y00000u0M3FQAU",20200130,20200130,20210114,,20210114,1,2,9,4159.54,4000.00,2
a1d2o00000Wc9ZIAAZ,"0010Y00000jUK7hQAG",,20171201,20181130,,20181130,1,2,10,4250.00,4250.00,1
a1d1n00000ErZdDAAV,"0010Y00000nP0qEQAS",20180313,20180313,20190312,,20190312,1,2,10,5400.00,5400.00,1
a1d2o00000Wc2OPAAZ,"0010Y00000YEiTTQA1",20210201,20210201,20211013,,20211013,1,2,9,1638.92,1145.00,1
a1d1n00000ErZH4AAN,"0010Y00000u0M3FQAU",20190513,20190513,20200512,,20200512,1,2,9,1329.36,1333.00,1
a1d1n00000ErZHNAA3,"0010Y00000u0M3FQAU",20190502,20190502,20200501,,20200501,1,2,9,1495.90,1500.00,1
a1d2o00000Wc9abAAB,"0010Y00000tzSbqQAE",,20170902,20180902,,20180902,1,2,10,4000.00,4000.00,1
a1d2o00000Wc1rWAAR,"0010Y00000jUK7hQAG",20210126,20210126,20220125,,20220125,1,2,10,6000.00,6000.00,1
a1d1n00000ErZWGAA3,"0010Y00000tzRH0QAM",20180125,20180125,20190124,,20190124,1,2,10,4000.00,4000.00,1
a1d090000002EyCAAU,"0010Y00000tzQXWQA2",20230208,20230330,20250329,,20250329,1,2,3,12350.00,24700.00,4
a1d2o00000Wbuq2AAB,"0010Y00000nP0uzQAC",20201029,20201029,20210528,,20210528,1,2,10,2238.21,1300.00,1
a1d2o00000Wc9bvAAB,"0010Y00000nP0uzQAC",20210514,20210517,20220516,,20220516,1,2,10,15000.00,15000.00,5
a1d2o00000Wc6PPAAZ,"0010Y00000tzQXWQA2",20210330,20210330,20230329,,20230329,1,2,3,12350.00,24700.00,4
a1d1n00000D7BpFAAV,"0010Y00000tzQXWQA2",20200615,20200630,20210423,,20210423,1,2,3,5860.80,4884.00,1
a1d1n00000ErZQ6AAN,"0010Y00000tzQXWQA2",20200330,20200330,20210329,,20210329,1,2,3,9000.00,9000.00,3
a1d1n00000ErZOjAAN,"0010Y00000tzQXWQA2",20190624,20190630,20200629,,20200629,1,2,3,9000.00,9000.00,3
a1d1n00000ErZU9AAN,"0010Y00000tzQXWQA2",20180323,20180322,20190321,,20190321,1,2,3,8100.00,8100.00,1
a1d1n00000ErZQwAAN,"0010Y00000tzQclQAE",20200324,20200324,20210323,,20210323,1,2,10,9500.00,9500.00,3
a1d7U000000PyIfQAK,"0010Y00000tzPNoQAM",20220523,20220523,20230306,,20230306,1,2,10,11355.56,8960.00,4
a1d2o00000Wc2cpAAB,"0010Y00000tzPNoQAM",20210203,20210307,20220306,,20220306,1,2,10,20000.00,20000.00,8
a1d2o00000Wc9ZNAAZ,"0010Y00000jUK7iQAG",,20181129,20191128,,20191128,1,2,10,8000.00,8000.00,2
a1d1n00000ErZL1AAN,"0010Y00000nPFfBQAW",20181004,20181004,20191003,,20191003,1,2,4,8500.00,8500.00,4
a1d2o00000WbrnTAAR,"0010Y00000tzPNoQAM",20201006,20201006,20210307,,20210307,1,2,10,7156.86,3000.00,3
a1d1n00000FdfXlAAJ,"0010Y00000nPFfBQAW",20200811,20201004,20211003,,20211003,1,2,4,13000.00,13000.00,4
a1d1n00000ErZXrAAN,"0010Y00000tzPNoQAM",20200224,20200307,20210306,,20210306,1,2,10,9000.00,9000.00,2
a1d2o00000Wc81mAAB,"0010Y00000tzPIyQAM",20210426,20210423,20220226,,20220226,1,2,1,1962.36,1666.66,1
a1d2o00000WbxOnAAJ,"0010Y00000xgcC8QAI",20201127,20201231,20211230,,20211230,1,2,10,6000.00,6000.00,1
a1d09000000pyrHAAQ,"0010Y00000WbSwlQAF",20230623,20230623,20250403,,20250403,1,2,10,1425.00,2541.57,1
a1d090000002O7nAAE,"0010Y00000WbSwlQAF",20230406,20230404,20250403,,20250403,1,2,10,25436.00,50872.00,17
a1d1n00000ErZK6AAN,"0010Y00000tzPIyQAM",20180227,20180227,20190226,,20190226,1,2,1,4000.00,4000.00,2
a1d1n00000ErZTWAA3,"0010Y00000tzP2CQAU",20190406,20190406,20200405,,20200405,1,2,1,7000.00,7000.00,2
a1d1n00000ErZLiAAN,"0010Y00000qgbhpQAA",20200201,20200201,20210131,,20210131,1,2,10,32500.00,32500.00,14
a1d2o00000WbxNkAAJ,"0010Y00000qgbhpQAA",20201127,20201127,20210131,,20210131,1,2,10,4645.45,840.00,2
a1d1n00000ErZJPAA3,"0010Y00000tzP2CQAU",20180731,20180731,20190730,,20190730,1,2,1,1850.00,1850.00,1
a1d2o00000Wc7kYAAR,"0010Y00000qgbhpQAA",20210420,20210415,20220131,,20220131,1,2,10,2733.75,2187.00,1
a1d2o00000YBL6IAAX,"0010Y00000qgbhpQAA",20210723,20210723,20220131,,20220131,1,2,10,2616.58,1383.56,1
a1d09000000pqV6AAI,"0010Y00000yOpLtQAK",20230512,20230515,20240507,,20240507,1,2,10,2600.00,2557.26,1
a1d1n00000ErZbZAAV,"0010Y00000qgdFRQAY",20181011,20181011,20191011,,20191011,1,2,1,5000.00,5000.00,1
a1d1n00000D6uu5AAB,"0010Y00000qgdFRQAY",20200604,20200608,20210607,,20210607,1,2,1,1800.00,1800.00,1
a1d09000000pmybAAA,"0010Y00000WbSwlQAF",20230421,20230421,20250403,,20250403,1,2,10,1417.01,2771.91,1
a1d2o00000WbzjSAAR,"0010Y00000tzOACQA2",20210105,20210131,20220130,,20220130,1,2,10,9000.00,9000.00,2
a1d1n00000ErZRXAA3,"0010Y00000tzOACQA2",20200331,20200320,20210131,,20210131,1,2,10,3156.45,2750.00,1
a1d1n00000ErZelAAF,"0010Y00000tzOACQA2",20200110,20200126,20210125,,20210125,1,2,10,5500.00,5500.00,1
a1d1n00000ErZWwAAN,"0010Y00000tzOACQA2",20180126,20180126,20190125,,20190125,1,2,10,8100.00,8100.00,2
a1d2o00000Wc9aGAAR,"0010Y00000tzOACQA2",,20170127,20180127,,20180127,1,2,10,5000.00,5000.00,1
a1d1n00000ErZH2AAN,"0010Y00000jUK7jQAG",20171214,20181114,20191113,,20191113,1,2,10,5000.00,5000.00,1
a1d09000000q7wjAAA,"00109000028IrL1AAK",20230731,20230728,20240727,,20240727,1,2,10,500.00,500.00,1
a1d2o00000Wc9bpAAB,"0010Y00000qgZKDQA2",,20180918,20190917,,20190917,1,2,4,3000.00,3000.00,1
a1d1n00000ErZU8AAN,"0010Y00000tzN8XQAU",20180123,20180124,20190123,,20190123,1,2,10,3600.00,3600.00,1
a1d1n00000ErZK3AAN,"0010Y00000tzN1WQAU",20180112,20180112,20190111,,20190111,1,2,1,3600.00,3600.00,2
a1d2o00000Wc9aDAAR,"0010Y00000tzMICQA2",,20170110,20180109,,20180109,1,2,10,4500.00,4500.00,1
a1d2o00000WbyuyAAB,"0010Y00000tzMF8QAM",20201216,20210109,20220108,,20220108,1,2,1,3600.00,3600.00,1
a1d2o00000Wc33wAAB,"0010Y00000qh3b3QAA",20210208,20210228,20220227,,20220227,1,2,6,4250.00,4250.00,1
a1d2o00000XUPXgAAP,"0010Y00000THEGvQAP",20210614,20210614,20210830,,20210830,1,2,10,2924.68,625.00,1
a1d2o00000Wc9ZQAAZ,"0010Y00000jUK7kQAG",,20170728,20180727,,20180727,1,2,2,4500.00,4500.00,1
a1d1n00000ErZYqAAN,"0010Y00000qh3WNQAY",20190131,20190131,20200130,,20200130,1,2,4,9000.00,9000.00,2
a1d2o00000Wc9GQAAZ,"0010Y00000THBc1QAH",,20180503,20190502,,20190502,1,2,10,5000.00,5000.00,1
a1d7U000000QXxAQAW,"0010Y00000t4w6rQAA",20220802,20220802,20240801,,20240801,1,2,10,10000.00,20000.00,3
a1d7U000000PE8EQAW,"0010Y00000t4w6rQAA",20220125,20220124,20220802,,20220802,1,2,10,2024.35,1059.32,1
a1d7U000000Pzz1QAC,"0010Y00000WbSwlQAF",20220526,20220526,20230330,,20230330,1,2,10,2990.29,2531.51,1
a1d2o00000Wc9ZtAAJ,"0010Y00000qhCKBQA2",,20181127,20191126,,20191126,1,2,9,5800.00,5800.00,1
a1d2o00000YMwMMAA1,"0010Y00000yOpLtQAK",20210729,20210729,20220507,,20220507,1,2,10,3010.59,2334.24,1
a1d1n00000ErZVmAAN,"0010Y00000t4w6rQAA",20180806,20180802,20200801,,20200801,1,2,10,7800.00,15600.00,2
a1d1n00000ErZGNAA3,"0010Y00000t4fx4QAA",20190913,20190913,20210430,,20210430,1,2,10,1200.00,2000.00,1
a1d7U000000QCBoQAO,"0010Y00000t2owzQAA",20220622,20220622,20230621,,20230621,1,2,1,6000.00,6000.00,1
a1d1n00000ErZLoAAN,"0010Y00000jUK7lQAG",20180710,20180710,20190709,,20190709,1,2,10,7000.00,7000.00,3
a1d2o00000YZ3XdAAL,"0010Y00000t1ylsQAA",20211104,20211104,20220120,,20220120,1,2,10,3038.44,649.31,2
a1d1n00000ErZOrAAN,"0010Y00000jUK7lQAG",20190607,20190629,20200628,,20200628,1,2,10,9500.00,9500.00,3
a1d1n00000ErZLUAA3,"0010Y00000qhJinQAE",20181031,20181031,20191030,,20191030,1,2,6,6750.00,6750.00,3
a1d2o00000WbyYTAAZ,"0010Y00000t1ylsQAA",20201208,20210121,20220120,,20220120,1,2,10,10000.00,10000.00,3
a1d2o00000YYy5pAAD,"0010Y00000sHCUYQA4",20210902,20210906,20211230,,20211230,1,2,1,1982.33,630.00,1
a1d2o00000WbrHUAAZ,"0010Y00000qhJinQAE",20201001,20201031,20211031,,20211031,1,2,6,11500.00,11500.00,4
a1d2o00000WBQfYAAX,"0010Y00000sHC4cQAG",20200922,20200922,20210430,,20210430,1,2,10,3096.72,1875.00,1
a1d1n00000ErbPSAAZ,"0010Y00000sHC4cQAG",20200501,20200501,20210430,,20210430,1,2,10,10000.00,10000.00,3
a1d090000002CsjAAE,"0010Y00000WbSwlQAF",20230120,20230123,20230330,,20230330,1,2,10,2999.97,550.68,1
a1d1n00000ErZL3AAN,"0010Y00000qhvVUQAY",20181031,20181031,20191030,,20191030,1,2,4,4250.00,4250.00,2
a1d7U000000QUkXQAW,"0010Y00000WbSwlQAF",20220726,20220726,20230330,,20230330,1,2,10,2999.99,2038.35,1
a1d1n00000ErZTsAAN,"0010Y00000sH4OyQAK",20191116,20191116,20201115,,20201115,1,2,1,3600.00,3600.00,1
a1d2o00000Wc3tLAAR,"0010Y00000sGzkLQAS",20210218,20210217,20211212,,20211212,1,2,10,8239.97,6750.00,3
a1d1n00000ErZfhAAF,"0010Y00000sEFvgQAG",20191109,20191109,20201108,,20201108,1,2,4,6000.00,6000.00,1
a1d7U000000PbrSQAS,"0010Y00000WbSwlQAF",20220329,20220331,20230330,,20230330,1,2,10,42000.00,42000.00,14
a1d1n00000ErZItAAN,"0010Y00000rjbayQAA",20180425,20180425,20190424,,20190424,1,2,10,150.00,150.00,1
a1d7U000000PBByQAO,"0010Y00000WbSwlQAF",20220112,20220113,20220330,,20220330,1,2,10,2924.74,617.00,1
a1d1n00000ErZbaAAF,"0010Y00000rjcsLQAQ",20181015,20180930,20190929,,20190929,1,2,2,5000.00,5000.00,1
a1d1n00000ErZKsAAN,"0010Y00000sEf4MQAS",20180314,20180314,20190313,,20190313,1,2,2,4200.00,4200.00,2
a1d7U000000PwxbQAC,"0010Y00000YufcRQAR",20220519,20220523,20221030,,20221030,1,2,10,2600.00,1146.85,1
a1d2o00000WbxcRAAR,"0010Y00000rs1shQAA",20201202,20201202,20211201,,20211201,1,2,1,4500.00,4500.00,1
a1d1n00000ErZNVAA3,"0010Y00000sEBMhQAO",20181011,20181026,20191025,,20191025,1,2,10,10500.00,10500.00,4
a1d1n00000ErZFWAA3,"0010Y00000sEBMhQAO",20180515,20180509,20181029,,20181029,1,2,10,2097.70,1000.00,1
a1d2o00000Wc59CAAR,"0010Y00000WbSwlQAF",20210311,20210331,20220330,,20220330,1,2,10,35650.00,35650.00,12
a1d1n00000ErZGHAA3,"0010Y00000sEBMhQAO",20171026,20171030,20181029,,20181029,1,2,10,5500.00,5500.00,1
a1d2o00000W8FMqAAN,"0010Y00000sDjiDQAS",20200921,20200831,20220130,,20220130,1,2,9,1411.76,2000.00,1
a1d1n00000ErZQPAA3,"0010Y00000WbSwlQAF",20200326,20200331,20210330,,20210330,1,2,10,27600.00,27600.00,9
a1d1n00000ErZH9AAN,"0010Y00000sDjiDQAS",20190822,20190822,20210131,,20210131,1,2,9,1333.33,2000.00,1
a1d2o00000Wc9ZvAAJ,"0010Y00000sDg8HQAS",,20181115,20191114,,20191114,1,2,10,10000.00,10000.00,3
a1d1n00000ErZeTAAV,"0010Y00000WbSwlQAF",20190814,20190901,20200430,,20200430,1,2,10,6083.33,4050.00,1
a1d1n00000ErZWtAAN,"0010Y00000WbSwlQAF",20190916,20190930,20200430,,20200430,1,2,10,8528.04,5000.00,2
a1d1n00000ErZcqAAF,"0010Y00000WbSwlQAF",20190828,20190831,20200430,,20200430,1,2,10,5385.25,3600.00,1
a1d2o00000Wc83sAAB,"0010Y00000yOpLtQAK",20210426,20210508,20220507,,20220507,1,2,10,18200.00,18200.00,7
a1d2o00000Wc9ZVAAZ,"0010Y00000jUK7nQAG",,20170101,20171231,,20171231,1,2,1,2600.00,2600.00,1
a1d2o00000Wc9ZWAAZ,"0010Y00000jUK7nQAG",,20171219,20181218,,20181218,1,2,1,1500.00,1500.00,1
a1d2o00000Wc9ZUAAZ,"0010Y00000jUK7nQAG",,20180101,20181231,,20181231,1,2,1,3600.00,3600.00,1
a1d1n00000ErZVJAA3,"0010Y00000WbSwlQAF",20190318,20190331,20200330,,20200330,1,2,10,7479.51,7500.00,2
a1d090000002BfyAAE,"0010Y00000WbSviQAF",20230104,20221005,20241004,,20241004,1,2,5,17250.00,34500.00,8
a1d1n00000ErZGPAA3,"0010Y00000WbSviQAF",20180922,20180922,20190921,,20190921,1,2,5,10000.00,10000.00,8
a1d7U000000PB2IQAW,"0010Y00000WbStNQAV",20211221,20211221,20220918,,20220918,1,2,10,1502.94,1120.00,1
a1d2o00000Wc6pLAAR,"0010Y00000yOpLtQAK",20210406,20210508,20220507,,20220507,1,2,10,7800.00,7800.00,3
a1d7U000000PgyeQAC,"0010Y00000w8J5OQAU",20220408,20220422,20230421,,20230421,1,2,9,540.00,540.00,1
a1d1n00000ErZPdAAN,"0010Y00000w8EZnQAM",20181117,20181117,20191116,,20191116,1,2,10,6000.00,6000.00,2
a1d1n00000ErZgnAAF,"0010Y00000w5K6WQAU",20190124,20190124,20200123,,20200123,1,2,10,6000.00,6000.00,1
a1d7U000000QZGSQA4,"0010Y00000VF3GtQAL",20220804,20220804,20230803,,20230803,1,2,10,10000.00,10000.00,3
a1d2o00000XImxQAAT,"0010Y00000yOpLtQAK",20210609,20210611,20220507,,20220507,1,2,10,2591.39,2350.00,1
a1d1n00000ErZQDAA3,"0010Y00000yOpLtQAK",20200515,20200508,20210507,,20210507,1,2,10,7800.00,7800.00,3
a1d090000002Ni3AAE,"0010Y00000VF3GtQAL",20230404,20230404,20230803,,20230803,1,2,10,3024.59,1010.96,1
a1d7U000000QFpcQAG,"0010Y00000VF3GtQAL",20220628,20220628,20220803,,20220803,1,2,10,2920.00,296.00,1
a1d1n00000ErZMhAAN,"0010Y00000VF3GtQAL",20180803,20180803,20190802,,20190802,1,2,10,12500.00,12500.00,5
a1d7U000000PHf1QAG,"0010Y00000V1ZQcQAN",20220203,20220203,20231114,,20231114,1,2,9,2000.00,3561.64,1
a1d7U000000PGssQAG,"0010Y00000V1ZQcQAN",20220201,20220201,20231114,,20231114,1,2,9,2000.00,3572.60,1
a1d7U000000QiHUQA0,"0010Y00000V1ZQcQAN",20220824,20220823,20231114,,20231114,1,2,9,1986.64,2443.84,1
a1d090000002CfpAAE,"0010Y00000jUK7rQAG",20230104,20230104,20240103,,20240103,1,2,10,1620.00,1620.00,1
a1d09000000q0GIAAY,"0010900001uzwiYAAQ",20230629,20230629,20240628,,20240628,1,2,10,4500.00,4500.00,1
a1d1n00000ErZFyAAN,"0010Y00000cA1CsQAK",20170924,20170824,20180719,,20180719,1,2,9,2027.82,1833.37,1
a1d7U000000QqaeQAC,"0010Y00000V1ZQcQAN",20220909,20220909,20231114,,20231114,1,2,9,1986.11,2350.68,1
a1d1n00000ErZFdAAN,"0010Y00000cA1CsQAK",20180104,20180104,20180719,,20180719,1,2,9,1988.05,1073.00,1
a1d7U000000PEMLQA4,"0010Y00000V1ZQcQAN",20220125,20220126,20231114,,20231114,1,2,9,2000.00,3605.48,1
a1d1n00000ErZNNAA3,"0010Y00000jXpm1QAC",20190930,20190922,20200921,,20200921,1,2,10,7800.00,7800.00,3
a1d7U000000PqReQAK,"0010Y00000V1ZQcQAN",20220503,20220503,20231114,,20231114,1,2,9,3992.87,6136.99,2
a1d7U0000004Oq5QAE,"0010Y00000V1ZQcQAN",20221101,20221101,20231114,,20231114,1,2,9,2000.00,2076.71,1
a1d1n00000ErZLHAA3,"0010Y00000cA1CsQAK",20180719,20180719,20190718,,20190718,1,2,9,26400.00,26400.00,12
a1d7U000000PAyfQAG,"0010Y00000V1ZQcQAN",20211215,20211115,20231114,,20231114,1,2,9,137825.00,275650.00,71
a1d7U000000Pp5wQAC,"0010Y00000V1ZQcQAN",20220429,20220429,20231114,,20231114,1,2,9,2000.00,3095.89,1
a1d1n00000D7ugPAAR,"0010Y00000lIu1CQAS",20200715,20201026,20211025,,20211025,1,2,9,5000.00,5000.00,1
a1d090000002DgFAAU,"0010Y00000V1ZQcQAN",20230126,20230126,20231114,,20231114,1,2,9,2000.00,1605.48,1
a1d7U000000PShrQAG,"0010Y00000V1ZQcQAN",20220303,20220303,20231114,,20231114,1,2,9,7948.55,13545.20,4
a1d1n00000ErZOWAA3,"0010Y00000yOpLtQAK",20190529,20190508,20200507,,20200507,1,2,10,5400.00,5400.00,2
a1d7U000000POwJQAW,"0010Y00000V1ZQcQAN",20220222,20220222,20231114,,20231114,1,2,9,4000.00,6915.06,2
a1d09000000psA1AAI,"0010Y00000V1ZQcQAN",20230522,20230522,20231114,,20231114,1,2,9,2022.59,980.82,1
a1d09000000pqGaAAI,"0010Y00000V1ZQcQAN",20230511,20230511,20231114,,20231114,1,2,9,2021.28,1041.10,1
a1d1n00000ErZHDAA3,"0010Y00000cA1CsQAK",20190719,20190719,20200718,,20200718,1,2,9,5584.70,5600.00,4
